7.13586,0.98125,0.85207,0.84171,0.11448,0.10052,0.97484,0.13513,0.11513
5.72705,0.67308,0.74783,0.70527,0.08262,0.09193,0.78211,0.09145,0.10247
6.86397,0.80139,0.94286,0.92846,0.10732,0.12797,0.85252,0.10013,0.11738
4.21618,0.55923,0.51938,0.55401,0.07378,0.06807,0.50483,0.06679,0.06207
5.63634,0.70242,0.76093,0.73733,0.0915,0.09978,0.65329,0.08143,0.08761
3.682,0.45271,0.47844,0.46948,0.05782,0.06113,0.47914,0.05884,0.06225
8.85291,0.99481,1.08991,0.99956,0.11316,0.12306,1.22004,0.13488,0.15067
18.24731,2.17519,3.01712,1.96878,0.24844,0.30397,1.94606,0.22695,0.30521
9.90129,1.44468,1.18024,1.17376,0.17048,0.14108,1.36459,0.20177,0.16441
6.89729,0.92105,0.8525,0.80487,0.10755,0.09977,0.88172,0.1172,0.11002
5.10343,0.59304,0.642,0.6502,0.07543,0.08221,0.67084,0.07772,0.08403
4.54444,0.5497,0.55855,0.54292,0.06563,0.06674,0.56564,0.06836,0.06983
4.38187,0.51953,0.57182,0.54403,0.0645,0.07075,0.52892,0.06294,0.06906
7.75675,0.93024,0.99674,1.05729,0.12586,0.13757,0.91167,0.11048,0.11747
4.87208,0.59001,0.61154,0.62731,0.07562,0.07903,0.56954,0.06904,0.07146
4.89434,0.58435,0.60644,0.65735,0.07814,0.08133,0.5921,0.07084,0.07307
4.37367,0.55846,0.51331,0.52339,0.06696,0.06161,0.57767,0.07401,0.06758
4.9554,0.59373,0.6274,0.63062,0.07575,0.07953,0.57796,0.06949,0.07318
6.91313,0.93779,0.89276,0.83419,0.11218,0.10861,0.88371,0.11961,0.11422
6.13256,0.74484,0.83083,0.82153,0.09987,0.11157,0.78044,0.09403,0.10595
4.83583,0.56847,0.61171,0.61128,0.07174,0.077,0.59562,0.07024,0.07518
3.45191,0.45031,0.42514,0.44598,0.05818,0.05489,0.42075,0.05483,0.05173
6.61914,0.83257,0.77464,0.84453,0.10646,0.0981,0.89169,0.11144,0.10419
4.5652,0.57445,0.54003,0.60783,0.07636,0.07171,0.54853,0.06877,0.06504
14.86649,2.07618,2.07273,1.89148,0.25307,0.26758,1.60646,0.21849,0.22655
19.63813,2.27535,3.41562,1.95704,0.23495,0.31082,2.22153,0.24692,0.37582
21.93456,2.3538,4.04912,2.26892,0.24062,0.37656,2.53855,0.28271,0.43949
21.85969,2.49559,4.04137,2.49335,0.28109,0.43434,2.13975,0.24649,0.35791
20.7543,2.19521,2.82671,2.16616,0.23469,0.27643,3.5632,0.34206,0.46756
24.06817,2.52242,4.44991,2.50097,0.2595,0.42367,3.12021,0.31716,0.51042
22.19041,2.2692,2.46565,2.70242,0.26935,0.32957,3.86679,0.3667,0.38368
20.35506,2.66477,2.01241,2.25779,0.2937,0.22422,3.52046,0.42979,0.32172
22.44166,2.72714,2.11229,2.30335,0.26874,0.22869,4.05283,0.44704,0.34494
21.02257,2.10381,2.28641,2.23998,0.23078,0.24504,3.74073,0.34727,0.36866
22.2235,4.15714,2.43778,2.78324,0.49617,0.28495,2.1842,0.36789,0.24706
21.82149,4.03475,2.38045,2.40422,0.40818,0.25329,2.58665,0.44756,0.28894
22.26396,2.09551,2.77859,4.04391,0.34403,0.45898,2.46931,0.24283,0.31351
23.14585,2.64163,2.18006,4.38127,0.46912,0.36545,2.54816,0.27622,0.25463
18.22561,1.95108,2.07981,3.11513,0.31316,0.33683,2.0201,0.21444,0.23283
21.58196,2.54128,2.05533,3.77238,0.40647,0.33125,2.36291,0.26761,0.23608
22.98875,2.38311,2.27582,2.93098,0.32744,0.27678,4.02178,0.36749,0.38277
23.7725,2.82177,3.60489,3.65233,0.39189,0.51543,2.29678,0.28263,0.31892
20.77909,2.61982,1.98264,3.50254,0.42312,0.31069,2.48458,0.29616,0.24173
21.3213,2.33682,2.15024,3.74948,0.37093,0.35878,2.35626,0.25613,0.24182
21.83055,2.31365,2.18092,3.52785,0.36793,0.33359,2.94544,0.29395,0.29667
22.24878,2.59915,2.33619,3.45963,0.36211,0.36867,2.89184,0.34342,0.28374
20.8736,2.31631,2.04097,2.92322,0.30512,0.2855,3.19249,0.36945,0.29216
22.618,2.79664,2.12123,2.45066,0.2995,0.23779,4.25179,0.49094,0.35425
22.9645,2.57966,2.17749,2.53307,0.27125,0.25443,4.37153,0.45389,0.36661
23.83844,2.62702,2.58242,4.5662,0.45832,0.43722,2.49378,0.27967,0.26447
20.91904,2.33027,2.11312,3.73018,0.401,0.33988,2.48681,0.26339,0.26551
23.17398,2.23569,2.62359,4.43027,0.37962,0.4591,2.52554,0.25199,0.27732
23.02707,2.34121,2.31606,4.20483,0.38101,0.39681,2.78646,0.29498,0.27333
22.14614,2.08153,2.8538,4.12751,0.34591,0.52891,2.50374,0.24321,0.29689
21.4371,2.50842,2.05683,3.59379,0.40728,0.31694,2.65465,0.29189,0.26357
22.64694,2.30107,2.59933,4.26033,0.3955,0.45355,2.46984,0.26615,0.26974
21.53968,2.31299,2.27652,3.87201,0.39758,0.36821,2.41442,0.25529,0.25681
22.95016,2.27113,2.37878,4.30988,0.38176,0.40969,2.65658,0.26937,0.27531
23.12308,4.16566,2.76541,2.50017,0.41644,0.28838,2.22126,0.36582,0.27513
20.07687,2.08401,2.43576,2.52507,0.27752,0.29733,3.17736,0.30592,0.36196
20.48085,2.02882,2.63242,2.15477,0.2199,0.26374,3.56733,0.3271,0.42642
23.30097,2.3048,2.73419,2.49187,0.2502,0.2853,4.40525,0.39297,0.46483
22.78876,3.87227,2.92771,2.50665,0.40135,0.31033,2.34093,0.3547,0.32415
21.71396,3.06669,3.23258,2.1619,0.30383,0.3163,2.28279,0.30671,0.32714
23.26328,2.5438,4.25576,2.30172,0.27144,0.37617,2.75618,0.28878,0.45404
23.1933,4.38097,2.43958,2.18707,0.36972,0.24558,2.67676,0.45615,0.27074
21.0139,3.61882,2.16445,2.3135,0.3756,0.23972,2.56368,0.40134,0.25756
23.53701,2.44629,2.29451,2.47744,0.26108,0.25419,4.38248,0.3983,0.39357
21.1033,2.14792,3.30768,2.3509,0.23638,0.34228,2.96469,0.30073,0.42993
18.76395,2.97766,2.48852,2.02952,0.3203,0.25571,2.03943,0.31343,0.27036
23.47863,4.33208,2.5188,2.65344,0.43166,0.27944,2.20533,0.36927,0.25024
20.79918,2.19151,3.63375,2.78005,0.27519,0.469,2.02706,0.22312,0.32974
20.89153,3.38616,2.80001,2.11877,0.31995,0.28989,2.18245,0.33967,0.28416
22.64302,4.27373,2.46299,2.8185,0.50298,0.2858,2.17408,0.36503,0.24635
17.73407,2.94644,1.93148,1.79738,0.28403,0.20284,2.22957,0.3582,0.23285
18.80297,3.22032,2.11381,1.86652,0.29921,0.2166,2.2487,0.36809,0.24206
19.21871,2.1099,3.30041,2.36307,0.25074,0.38165,1.93573,0.22359,0.30888
22.7877,2.38386,2.33271,4.13173,0.38132,0.39481,2.75903,0.31456,0.27352
21.06727,2.31759,2.09437,3.61979,0.36387,0.33417,2.42597,0.26258,0.25546
21.69269,2.10684,2.4656,3.8836,0.34654,0.41985,2.57777,0.25602,0.27964
22.53385,2.15877,2.50127,3.974,0.35592,0.39167,2.40078,0.24193,0.26276
23.04368,4.36566,2.46348,2.67457,0.46104,0.27205,2.27478,0.38559,0.25796
22.39983,3.92651,2.78324,2.26047,0.35592,0.28821,2.27978,0.38227,0.27933
22.68661,2.71536,2.21333,2.47559,0.28036,0.24952,4.28909,0.48089,0.3731
22.58781,4.12012,2.61505,2.42365,0.40959,0.26982,2.32019,0.3757,0.28994
19.65408,3.38179,2.14046,2.20329,0.34848,0.23665,2.02027,0.33034,0.22506
23.1183,2.36236,4.09305,3.20712,0.3062,0.5118,2.15619,0.23067,0.3435
20.32218,2.22842,3.62479,2.23487,0.24127,0.36702,2.09044,0.235,0.34712
20.30347,2.34707,3.59996,2.16077,0.2477,0.36408,2.05409,0.24449,0.33125
21.5348,2.56044,3.88528,2.20952,0.27823,0.35987,2.20111,0.25899,0.36807
20.41064,2.19227,3.52928,2.16392,0.23675,0.33922,2.10368,0.22962,0.34519
20.18088,3.58678,2.26839,2.40066,0.39995,0.26818,1.96099,0.31982,0.22513
18.27785,2.85821,2.44845,1.82799,0.271,0.24384,2.10507,0.32132,0.28324
22.89161,4.31576,2.47958,2.55722,0.44618,0.26777,2.39945,0.4031,0.26533
22.41229,3.92656,2.64563,2.45467,0.39836,0.27875,2.1791,0.34681,0.2729
22.9878,2.33568,2.54804,2.94248,0.32109,0.31827,3.9162,0.3567,0.40264
20.12359,3.58368,2.25706,2.06708,0.33715,0.23241,2.11641,0.35334,0.24529
23.38424,4.48455,2.51859,2.85993,0.50936,0.2877,2.62178,0.46483,0.29273
24.02645,2.51695,2.36127,4.67392,0.44127,0.40683,2.68339,0.27775,0.27163
21.84269,2.462,2.1135,3.99458,0.4155,0.35249,2.43503,0.26396,0.24606
22.43296,2.39123,2.24107,4.03434,0.39066,0.37929,2.69143,0.28709,0.2664
23.36132,3.20152,2.2109,4.32667,0.55392,0.36127,2.43908,0.30664,0.24124
21.91647,2.53821,3.50051,2.62244,0.31945,0.37258,2.76399,0.29507,0.43422
18.8428,2.24722,3.04595,1.83777,0.22314,0.28012,2.40832,0.27827,0.36931
22.65543,2.3907,4.22478,2.13341,0.23604,0.35552,2.64434,0.2815,0.45705
22.03818,2.72092,3.26521,2.31061,0.27097,0.33588,3.5899,0.43483,0.48524
21.92096,2.22218,2.26288,2.53673,0.27386,0.25395,4.03161,0.36562,0.38748
23.13397,2.39826,2.36089,2.52087,0.27261,0.25459,4.37624,0.40235,0.40531
23.51508,2.50238,2.47866,2.72382,0.2759,0.30743,4.43429,0.44088,0.41095
21.25488,3.79117,2.485,2.43143,0.39364,0.30617,2.10751,0.34667,0.24323
21.5265,2.07661,2.61416,3.84227,0.33402,0.44076,2.56314,0.25884,0.30443
21.17375,2.36138,2.12189,3.8567,0.40581,0.35266,2.31282,0.26169,0.24628
19.93317,1.98769,2.26146,3.53923,0.32459,0.38194,2.24788,0.22393,0.27167
22.26132,2.66909,2.18892,4.08144,0.4808,0.36636,2.62799,0.29491,0.26106
24.23523,2.49372,2.42574,4.36055,0.41982,0.38144,2.98706,0.29374,0.32514
22.57998,2.37544,4.09425,2.32503,0.24841,0.39342,2.31704,0.2501,0.37217
22.36122,4.1194,2.37585,2.2157,0.37032,0.23965,2.86844,0.48829,0.2895
22.53477,4.12596,2.33901,2.16995,0.35472,0.23143,2.65264,0.44876,0.27805
23.35947,4.45577,2.48194,2.99817,0.53335,0.29685,2.16828,0.36459,0.24202
23.66753,4.55666,2.52197,2.62321,0.45518,0.2732,2.23302,0.37963,0.25212
22.31983,3.46232,2.69726,2.10964,0.31244,0.25513,3.16039,0.46576,0.35107
22.51255,4.14552,2.36255,2.11889,0.35176,0.23558,2.66039,0.44421,0.26664
22.52955,3.97975,2.49201,2.6545,0.41576,0.2975,2.24353,0.36979,0.24641
21.6661,3.25412,2.25354,3.33801,0.45408,0.32607,2.23206,0.32525,0.23228
23.53764,2.65414,2.23932,3.93592,0.41377,0.35855,3.03224,0.32775,0.28625
22.34671,2.16955,2.48009,2.9055,0.2865,0.33001,3.77908,0.34005,0.382
18.79286,2.08327,1.89338,2.66305,0.30977,0.25513,2.77845,0.28479,0.27936
22.10273,2.13968,2.54707,4.00335,0.35146,0.45169,2.63285,0.26319,0.28335
23.1971,2.75405,2.43365,4.28254,0.46233,0.40068,2.37729,0.27703,0.2514
19.59981,1.95294,2.18524,3.16539,0.30586,0.32479,2.32342,0.23443,0.25814
21.51063,2.72413,2.24816,3.95742,0.49363,0.37763,2.4178,0.28796,0.25293
24.26699,4.19215,3.14598,2.27833,0.35589,0.29769,2.73923,0.49421,0.32932
22.257,3.84427,2.56059,2.37121,0.36457,0.29114,2.21757,0.36161,0.25054
21.34962,3.09357,2.84302,2.4785,0.34464,0.31014,2.19183,0.29643,0.30771
22.55792,4.09574,2.64038,2.31091,0.39567,0.27368,2.39604,0.40002,0.27242
22.60761,4.22837,2.5345,2.30234,0.38317,0.26576,2.27053,0.38891,0.26165
22.12168,3.2737,2.23802,3.74099,0.50884,0.34713,2.25189,0.30907,0.24114
21.79242,3.39211,2.60505,2.16217,0.31221,0.2741,2.40563,0.3597,0.27273
21.23839,2.83403,3.44506,2.31324,0.28861,0.37474,2.13099,0.28656,0.32745
20.47096,3.54876,2.51829,2.08642,0.32735,0.27142,2.40895,0.41022,0.28418
19.31891,2.90856,2.00219,1.93171,0.2731,0.20802,2.87959,0.40679,0.28083
22.5196,2.19987,2.38607,3.76241,0.35549,0.35528,2.84778,0.27563,0.31216
23.73304,2.62555,2.30331,4.1374,0.40887,0.36583,2.94421,0.32668,0.30122
19.77423,2.18235,2.12359,2.84112,0.28892,0.30978,2.86305,0.32782,0.28554
22.69258,3.00056,2.94643,2.20037,0.28494,0.27794,3.69394,0.4531,0.43969
24.10035,2.44606,2.36926,2.71732,0.27155,0.28415,4.58451,0.41392,0.40641
21.03921,2.19001,2.16075,2.5596,0.28557,0.25428,3.70854,0.34734,0.3612
20.00482,2.16862,2.02228,2.23038,0.24497,0.22892,3.40077,0.36341,0.31343
21.75198,3.98782,2.32487,2.44871,0.40834,0.25359,2.11347,0.35262,0.24057
21.19648,2.45406,2.11406,2.43148,0.27097,0.24573,3.81688,0.43322,0.34408
21.79101,2.62752,2.08777,2.48542,0.28025,0.24637,3.99298,0.46483,0.34629
23.03439,2.22716,2.4957,2.74333,0.27579,0.28293,4.24084,0.363,0.44433
18.13722,2.21752,2.02323,2.82828,0.34158,0.29203,2.21454,0.25584,0.2572
23.20311,2.18614,2.81284,2.49615,0.24969,0.28672,4.41144,0.36799,0.49123
24.00069,4.61548,2.75976,2.4595,0.42388,0.28971,2.82412,0.5265,0.3005
20.42458,2.10869,3.48615,2.06227,0.21631,0.32125,2.99111,0.29115,0.49271
24.17357,2.90286,2.23036,4.6415,0.49658,0.37787,2.55018,0.29404,0.24771
23.716,2.94189,2.50903,4.416,0.48758,0.43524,2.65648,0.33323,0.26993
22.98913,2.48444,2.24725,4.18541,0.42925,0.37213,2.65939,0.27278,0.27564
22.22518,2.39262,4.13875,2.52642,0.26387,0.42978,2.38996,0.25979,0.40921
22.89851,2.74395,2.14285,2.31711,0.28095,0.22968,4.02111,0.43488,0.34669
24.3956,2.34813,2.5808,2.48336,0.25275,0.26372,4.54668,0.40155,0.41543
22.62762,2.79782,2.12873,2.37503,0.28642,0.23238,4.20311,0.48559,0.35178
21.76377,2.21187,2.33583,2.34697,0.24396,0.2714,4.01202,0.36895,0.40281
21.66643,2.72887,3.6944,2.24199,0.2699,0.37587,2.19414,0.28823,0.33598
20.17797,2.44695,1.96145,3.12559,0.37816,0.29403,2.46507,0.27809,0.24429
21.68291,2.22301,2.44838,3.71576,0.35068,0.38068,2.69163,0.29186,0.30924
22.31693,2.11599,3.0842,4.1384,0.34905,0.55082,2.36825,0.23102,0.30519
20.7177,3.74347,2.31438,2.33664,0.3995,0.25299,2.17056,0.36319,0.25904
18.03972,1.78978,2.49352,2.63004,0.25107,0.33787,2.09773,0.21085,0.29033
20.44332,2.61856,3.38188,2.55155,0.2995,0.44123,2.00581,0.25782,0.31403
21.94259,2.33236,2.49566,4.07689,0.39764,0.42832,2.41515,0.25198,0.27463
19.39063,2.20523,3.35305,2.44097,0.26227,0.40973,1.99275,0.22956,0.32666
21.20268,2.2739,2.09982,3.26438,0.35042,0.30207,2.99023,0.31016,0.29551
17.93711,2.20718,1.77259,2.59458,0.29716,0.25148,2.34041,0.29076,0.23023
22.75835,2.87542,2.13168,3.73139,0.42871,0.33062,2.86194,0.35404,0.26721
23.37444,2.37741,2.36745,4.44436,0.41135,0.39668,2.59323,0.25878,0.27909
23.11824,2.327,4.12267,2.20758,0.23006,0.35265,3.54781,0.32296,0.59425
24.04528,2.5084,2.32415,2.81267,0.27902,0.29182,4.56737,0.4462,0.38569
21.57411,2.07351,2.47874,3.67296,0.32978,0.38088,2.38052,0.24108,0.26804
24.11414,2.96683,2.23482,4.70788,0.53714,0.38072,2.59794,0.2998,0.25132
22.59108,2.32462,2.61164,4.17853,0.39909,0.46131,2.6525,0.26465,0.30471
23.03793,2.45778,2.22639,4.38383,0.42295,0.37772,2.53199,0.29388,0.24689
23.73197,2.91655,2.23046,4.20866,0.45154,0.36353,2.71533,0.34235,0.25651
20.54466,2.73575,1.99468,2.44251,0.32404,0.23664,3.49166,0.43408,0.31616
24.26928,3.01265,2.36568,2.44912,0.29805,0.24448,4.50882,0.49909,0.38812
18.93681,2.11486,2.10544,2.14519,0.24623,0.23105,3.18032,0.32738,0.33986
21.46384,2.4565,3.91257,2.09266,0.25076,0.34577,2.3949,0.26163,0.41179
11.79295,1.57736,1.26539,1.35042,0.18399,0.14739,1.5997,0.21385,0.17109
9.0808,1.07126,1.29414,1.11541,0.13006,0.15857,1.06325,0.127,0.15107
6.54813,0.83713,0.84339,0.78414,0.10061,0.10132,0.80321,0.1032,0.10248
5.34281,0.6851,0.62604,0.66304,0.08497,0.0775,0.71398,0.09205,0.08337
5.44719,0.63026,0.68314,0.73087,0.08413,0.09146,0.65095,0.07563,0.08122
4.48822,0.58819,0.53359,0.58287,0.07664,0.06933,0.55124,0.07236,0.06559
5.12863,0.60246,0.67787,0.67213,0.07863,0.08877,0.61123,0.07212,0.08066
7.71841,0.89903,0.92321,1.05873,0.12172,0.12695,0.90432,0.10583,0.10925
8.07127,1.0424,0.90322,0.99979,0.12741,0.11213,0.96478,0.12415,0.10824
12.45523,1.36726,1.76326,1.57797,0.17,0.21926,1.38507,0.15449,0.19691
19.34265,2.7281,2.84318,2.3749,0.34696,0.32179,1.9623,0.27903,0.27803
16.37663,2.23974,1.65653,2.47798,0.3641,0.24374,2.20622,0.28512,0.21839
23.40902,2.25875,2.5718,2.92072,0.28685,0.339,4.07236,0.36725,0.39235
23.31547,2.34366,2.34072,2.82099,0.27669,0.29935,4.26758,0.40343,0.3772
24.34347,2.5342,2.42703,2.71506,0.28837,0.26972,4.77033,0.44423,0.42285
23.93133,2.55272,2.32675,2.70076,0.31819,0.26032,4.55305,0.42927,0.39476
20.34416,2.00396,2.25473,2.19869,0.22722,0.24197,3.54559,0.32696,0.3578
23.21242,2.27382,2.40941,2.82086,0.27269,0.31137,4.10398,0.38269,0.37362
24.20847,2.39504,4.02507,2.89975,0.27929,0.46951,3.63924,0.34092,0.5315
20.34924,2.11135,2.29802,2.15729,0.23265,0.2379,3.52032,0.33497,0.37024
16.9441,2.17978,1.71564,2.76953,0.34305,0.26429,1.85417,0.23425,0.19076
8.52817,1.11458,0.96092,1.2153,0.15895,0.13482,1.05406,0.13865,0.11979
4.54585,0.53547,0.5816,0.5912,0.06959,0.07564,0.5474,0.06467,0.07021
4.25572,0.55633,0.51079,0.50947,0.06652,0.06117,0.55022,0.07186,0.06582
4.18518,0.54909,0.53227,0.49779,0.06523,0.06313,0.5111,0.06682,0.06519
4.22507,0.49727,0.52928,0.52995,0.06236,0.06638,0.53237,0.06268,0.06643
4.13803,0.5161,0.488,0.49788,0.06225,0.05881,0.50071,0.06238,0.05917
4.67626,0.56813,0.58653,0.58981,0.0719,0.0741,0.62388,0.0755,0.07824
4.87536,0.61032,0.57507,0.64742,0.08085,0.07623,0.62346,0.07838,0.07329
5.92714,0.76474,0.7172,0.78447,0.10149,0.09527,0.75871,0.09844,0.09121
4.69811,0.60276,0.55666,0.5553,0.071,0.06603,0.6076,0.0781,0.07205
5.67218,0.68404,0.66978,0.68265,0.08227,0.0807,0.68997,0.08377,0.08134
9.36241,1.16183,1.31713,1.18366,0.1496,0.16624,1.31141,0.16169,0.18562
5.69968,0.73231,0.72373,0.76164,0.09826,0.09629,0.72615,0.0927,0.09266
4.66978,0.60021,0.54833,0.5951,0.0764,0.06969,0.61391,0.0789,0.07193
6.0967,0.70587,0.78682,0.70767,0.08251,0.09131,0.78491,0.09083,0.1007
8.30961,1.16343,1.05746,1.10752,0.15627,0.14166,1.00019,0.14043,0.12549
6.70005,0.77563,0.88167,0.84253,0.09705,0.11014,0.79693,0.09253,0.10527
5.81611,0.74399,0.6769,0.74993,0.09636,0.08737,0.67002,0.08554,0.07846
4.79239,0.59419,0.6293,0.57532,0.07114,0.07531,0.61939,0.07698,0.08117
6.68202,0.90461,0.8517,0.91528,0.12476,0.11735,0.82427,0.11078,0.10528
7.78876,0.88542,0.93979,0.91898,0.10484,0.11108,1.00818,0.11496,0.12005
4.30581,0.52764,0.51847,0.51307,0.06296,0.06198,0.55264,0.06745,0.06663
3.76744,0.45489,0.4572,0.49838,0.06004,0.06037,0.46263,0.05578,0.0563
4.11834,0.49252,0.52934,0.49896,0.05973,0.06425,0.4927,0.05904,0.06311
4.35561,0.55514,0.53593,0.51515,0.06566,0.06334,0.56977,0.07278,0.06984
5.00465,0.65906,0.61207,0.65722,0.08703,0.08007,0.59619,0.0785,0.07314
10.57985,1.36678,1.20144,1.54593,0.19999,0.17417,1.24938,0.15774,0.1429
