energy
-152.8446285
-152.8446062
-152.8445063
-152.8445541
-152.8446211
-152.8445309
-152.8446329
-152.8494499
-152.8440916
-152.8445098
-152.8446124
-152.8445162
-152.8445476
-152.8443674
-152.844546
-152.8446181
-152.8445204
-152.8445319
-152.8446104
-152.8445298
-152.8445867
-152.8445694
-152.8447188
-152.844596
-152.8463449
-152.8504468
-152.8524158
-152.8526365
-152.8500141
-152.8518965
-152.8505233
-152.8512556
-152.8519782
-152.8528104
-152.8512416
-152.853024
-152.8515503
-152.8502296
-152.8505729
-152.8520264
-152.8500866
-152.8486051
-152.8506698
-152.8526348
-152.8509732
-152.8489619
-152.8486237
-152.8504886
-152.851614
-152.8526929
-152.8515401
-152.8525374
-152.8520716
-152.8473763
-152.8503342
-152.8526445
-152.8526392
-152.8530563
-152.8519139
-152.8499758
-152.851859
-152.8533925
-152.8500187
-152.8503873
-152.8514502
-152.8521695
-152.8528221
-152.8518623
-152.8508808
-152.8497455
-152.8523864
-152.8495706
-152.8513672
-152.8505407
-152.8487156
-152.8503878
-152.8507712
-152.8511788
-152.8515156
-152.8523048
-152.8522609
-152.8526932
-152.8516751
-152.8518497
-152.851687
-152.8516465
-152.8509747
-152.8529804
-152.8520209
-152.852703
-152.8514092
-152.8517727
-152.8489138
-152.8533625
-152.8511962
-152.8501576
-152.8522239
-152.8505516
-152.8519218
-152.8530319
-152.8531041
-152.8479805
-152.8487908
-152.8498076
-152.8511493
-152.8500835
-152.8526973
-152.8530276
-152.8511361
-152.8515961
-152.8510683
-152.8518526
-152.850377
-152.8505056
-152.8478638
-152.8520624
-152.8526264
-152.8514359
-152.848866
-152.8515465
-152.8503072
-152.8523852
-152.8527293
-152.8516286
-152.8510125
-152.851549
-152.8486101
-152.8506562
-152.8531101
-152.8501627
-152.8506135
-152.8439218
-152.8502903
-152.8485876
-152.8527926
-152.8531124
-152.8509586
-152.847837
-152.8506394
-152.8501675
-152.8492796
-152.8506375
-152.8503334
-152.8488258
-152.8516903
-152.8506996
-152.8517714
-152.8492151
-152.8530932
-152.8507797
-152.8508787
-152.8501162
-152.8484694
-152.8509125
-152.8479725
-152.8492292
-152.8505663
-152.8514373
-152.8507153
-152.8543082
-152.851409
-152.8507137
-152.8503678
-152.8520175
-152.8505415
-152.8483487
-152.8515204
-152.8480578
-152.852114
-152.8482596
-152.8479371
-152.854107
-152.8505373
-152.8501467
-152.8482077
-152.8515798
-152.8520685
-152.8474152
-152.8490115
-152.851602
-152.8477588
-152.8516096
-152.8514745
-152.8512594
-152.8508595
-152.8507347
-152.8505292
-152.8524303
-152.8442266
-152.8447374
-152.8445615
-152.8445606
-152.8446338
-152.8445114
-152.8445668
-152.8445752
-152.8446552
-152.845029
-152.8488242
-152.844912
-152.8504924
-152.8510537
-152.8513543
-152.8495792
-152.8519441
-152.8502988
-152.8489513
-152.8516302
-152.8482461
-152.8446495
-152.8445308
-152.8445772
-152.8446061
-152.8445766
-152.8444974
-152.8445645
-152.8446008
-152.8444918
-152.8445345
-152.8444668
-152.8441993
-152.8445497
-152.8445981
-152.8445668
-152.844453
-152.8445932
-152.8444641
-152.8445819
-152.8443982
-152.8445815
-152.844538
-152.8445844
-152.8445421
-152.8445603
-152.8445124
-152.8450067
-152.8469492
-152.8472207
-152.8484438
-152.8499543
-152.847563
-152.8518632
-152.8506588
-152.8522951
-152.8492972
-152.8510706
-152.8507838
-152.8504525
-152.8515985
-152.8504594
-152.8512559
-152.8531204
-152.8519706
-152.8477777
-152.8529495
-152.8519664
-152.8504363
-152.8521082
-152.8477027
-152.8517544
-152.8484739
-152.849598
-152.85274
-152.8523049
-152.8523262
-152.8507694
-152.848887
-152.8513876
-152.8515865
-152.8512353
-152.8502034
-152.8523296
-152.8532506
-152.8521309
-152.8498717
-152.8518266
-152.8503079
-152.8525987
-152.8506276
-152.8508396
-152.8528887
-152.8527851
-152.8474506
-152.8493616
-152.8526326
-152.852977
-152.8524163
-152.8511485
-152.8473975
-152.8437861
-152.8447745
-152.8447594
-152.8449682
-152.844399
-152.844543
-152.8447567
-152.8442792
-152.8445078
-152.8447105
-152.8445414
-152.8445903
-152.8445623
-152.8445706
-152.8445419
-152.8445373
-152.8445177
-152.8444984
-152.8444828
-152.8445335
-152.8445702
-152.8445976
-152.8445355
-152.844528
-152.844522
-152.8444761
-152.8446292
-152.8447256
-152.8446236
-152.8445782
-152.8445676
-152.8445679
-152.8446439
-152.8444581
-152.8448409
-152.84493
-152.8447398
-152.8455469
-152.844599
-152.8445919
-152.8445838
-152.8445866
-152.8446042
-152.8445736
-152.845395
-152.8476907
-152.8524578
-152.8515268
-152.8475487
-152.8506423
-152.8524545
-152.8489284
-152.8522116
-152.8487736
-152.8475611
-152.8459357
-152.844795
-152.844516
-152.8445578
-152.8445634
-152.8446067
-152.8444844
-152.8445669
-152.8453839
-152.8516593
-152.844575
-152.8445842
-152.844523
-152.8445281
-152.8446417
-152.8446599
-152.8445583
-152.8445772
-152.8447032
-152.8445703
-152.8445689
-152.8445513
-152.8445437
-152.8440502
-152.8445639
-152.8445347
-152.8445859
-152.8445223
-152.8444522
-152.8446017
-152.8447413
-152.8445068
-152.8445414
-152.8445613
-152.8445217
-152.8445879
-152.8443198
-152.8446117
-152.8445711
-152.8445747
-152.8445513
-152.8445577
-152.844541
-152.8445304
-152.8445929
-152.8445985
-152.8445331
-152.8445064
-152.8445624
-152.8447701
-152.8456771
-152.8455439
-152.8452031
-152.844521
-152.8445536
-152.8447477
-152.8444877
-152.8445285
-152.8445548
-152.8445809
-152.8447602
-152.8452153
-152.8443366
-152.8445602
-152.84448
-152.8446549
-152.8445416
-152.8445632
-152.844613
-152.8445535
-152.8445748
-152.844545
-152.8445657
-152.8445404
-152.844559
-152.8444717
-152.8445609
-152.8446232
-152.8445407
-152.8445345
-152.8445901
-152.8444978
-152.8448359
-152.8445641
-152.8444808
-152.8445696
-152.8446029
-152.8447157
-152.8446763
-152.8445154
-152.8445467
-152.8445508
-152.844543
