naive states, alpha = 0.5, gamma = 0.9
1778, 15, 208
1779, 10, 208
1780, 0, 208
1781, 6, 208
1782, 3, 208
1783, 54, 208
1784, 6, 208
1785, 36, 208
1786, 15, 208
1787, 4, 208
1788, 7, 208
1789, 0, 208
1790, 0, 208
1791, 0, 208
1792, 0, 208
1793, 4, 208
1794, 0, 208
1795, 14, 208
1796, 17, 208
1797, 7, 208
1798, 0, 208
1799, 0, 208
1800, 8, 208
1801, 0, 208
1802, 0, 208
1803, 5, 208
1804, 0, 208
1805, 12, 208
1806, 0, 208
1807, 29, 208
1808, 0, 208
1809, 6, 208
1810, 0, 208
1811, 13, 208
1812, 0, 208
1813, 0, 208
1814, 0, 208
1815, 0, 208
1816, 0, 208
1817, 6, 208
1818, 0, 208
1819, 0, 208
1820, 0, 208
1821, 0, 208
1822, 12, 208
1823, 9, 208
1824, 22, 208
1825, 5, 208
1826, 0, 208
1827, 0, 208
1828, 6, 208
1829, 0, 208
1830, 0, 208
1831, 19, 208
1832, 0, 208
1833, 0, 208
1834, 6, 208
1835, 0, 208
1836, 0, 208
1837, 0, 208
1838, 14, 208
1839, 0, 208
1840, 0, 208
1841, 5, 208
1842, 9, 208
1843, 22, 208
1844, 0, 208
1845, 7, 208
1846, 6, 208
1847, 13, 208
1848, 0, 208
1849, 5, 208
1850, 0, 208
1851, 13, 208
1852, 0, 208
1853, 22, 208
1854, 3, 208
1855, 23, 208
1856, 15, 208
1857, 2, 208
1858, 3, 208
1859, 0, 208
1860, 2, 208
1861, 0, 208
1862, 28, 208
1863, 92, 208
1864, 0, 208
1865, 0, 208
1866, 12, 208
1867, 0, 208
1868, 2, 208
1869, 9, 208
1870, 9, 208
1871, 0, 208
1872, 19, 208
1873, 0, 208
1874, 18, 208
1875, 0, 208
1876, 0, 208
1877, 0, 208
1878, 21, 208
1879, 10, 208
1880, 3, 208
1881, 3, 208
1882, 0, 208
1883, 18, 208
1884, 0, 208
1885, 0, 208
1886, 3, 208
1887, 0, 208
1888, 11, 208
1889, 0, 208
1890, 0, 208
1891, 0, 208
1892, 6, 208
1893, 3, 208
1894, 8, 208
1895, 0, 208
1896, 7, 208
1897, 0, 208
1898, 30, 208
1899, 0, 208
1900, 6, 208
1901, 0, 208
1902, 17, 208
1903, 6, 208
1904, 0, 208
1905, 0, 208
1906, 4, 208
1907, 18, 208
1908, 19, 208
1909, 0, 208
1910, 10, 208
1911, 0, 208
1912, 3, 208
1913, 0, 208
1914, 0, 208
1915, 9, 208
1916, 0, 208
1917, 0, 208
1918, 0, 208
1919, 0, 208
1920, 6, 208
1921, 19, 208
1922, 0, 208
1923, 5, 208
1924, 0, 208
1925, 4, 208
1926, 0, 208
1927, 17, 208
1928, 5, 208
1929, 26, 208
1930, 30, 208
1931, 0, 208
1932, 9, 208
1933, 6, 208
1934, 0, 208
1935, 0, 208
1936, 0, 208
1937, 17, 208
1938, 0, 208
1939, 0, 208
1940, 2, 208
1941, 0, 208
1942, 0, 208
1943, 6, 208
1944, 12, 208
1945, 0, 208
1946, 0, 208
1947, 10, 208
1948, 6, 208
1949, 0, 208
1950, 5, 208
1951, 0, 208
1952, 9, 208
1953, 3, 208
1954, 18, 208
1955, 0, 208
1956, 13, 208
1957, 0, 208
1958, 9, 208
1959, 0, 208
1960, 0, 208
1961, 11, 208
1962, 8, 208
1963, 31, 208
1964, 5, 208
1965, 0, 208
1966, 7, 208
1967, 0, 208
1968, 5, 208
1969, 6, 208
1970, 2, 208
1971, 0, 208
1972, 2, 208
1973, 0, 208
1974, 0, 208
1975, 3, 208
1976, 0, 208
1977, 38, 208
1978, 4, 208
1979, 7, 208
1980, 3, 208
1981, 13, 208
1982, 0, 208
1983, 44, 208
1984, 0, 208
1985, 0, 208
1986, 0, 208
1987, 0, 208
1988, 0, 208
1989, 14, 208
1990, 25, 208
1991, 9, 208
1992, 4, 208
1993, 5, 208
1994, 0, 208
1995, 0, 208
1996, 10, 208
1997, 0, 208
1998, 2, 208
1999, 0, 208
2000, 0, 208
2001, 19, 208
2002, 0, 208
2003, 3, 208
2004, 0, 208
2005, 0, 208
2006, 3, 208
2007, 12, 208
2008, 27, 208
2009, 0, 208
2010, 5, 208
2011, 0, 208
2012, 8, 208
2013, 11, 208
2014, 12, 208
2015, 8, 208
2016, 0, 208
2017, 9, 208
2018, 13, 208
2019, 0, 208
2020, 15, 208
2021, 0, 208
2022, 29, 208
2023, 7, 208
2024, 8, 208
2025, 19, 208
2026, 0, 208
2027, 0, 208
2028, 3, 208
2029, 0, 208
2030, 3, 208
