naive playing without learning
1, 91, 91
2, 36, 91
3, 19, 91
4, 20, 91
5, 221, 221
6, 0, 221
7, 147, 221
8, 88, 221
9, 59, 221
10, 40, 221
11, 218, 221
12, 0, 221
13, 53, 221
14, 0, 221
15, 47, 221
16, 237, 237
17, 169, 237
18, 41, 237
19, 277, 277
20, 4, 277
21, 165, 277
22, 40, 277
23, 28, 277
24, 11, 277
25, 41, 277
26, 7, 277
27, 69, 277
28, 65, 277
29, 6, 277
30, 43, 277
31, 185, 277
32, 43, 277
33, 11, 277
34, 0, 277
35, 54, 277
36, 0, 277
37, 70, 277
38, 11, 277
39, 64, 277
40, 25, 277
41, 317, 317
42, 55, 317
43, 27, 317
44, 9, 317
45, 42, 317
46, 1, 317
47, 227, 317
48, 2, 317
49, 106, 317
50, 29, 317
51, 115, 317
52, 299, 317
53, 0, 317
54, 24, 317
55, 106, 317
56, 121, 317
57, 8, 317
58, 73, 317
59, 59, 317
60, 1, 317
61, 2, 317
62, 27, 317
63, 43, 317
64, 31, 317
65, 12, 317
66, 0, 317
67, 145, 317
68, 62, 317
69, 2, 317
70, 0, 317
71, 33, 317
72, 99, 317
73, 0, 317
74, 69, 317
75, 211, 317
76, 262, 317
77, 85, 317
78, 12, 317
79, 55, 317
80, 132, 317
81, 86, 317
82, 108, 317
83, 13, 317
84, 30, 317
85, 51, 317
86, 115, 317
87, 143, 317
88, 82, 317
89, 33, 317
90, 57, 317
91, 29, 317
92, 89, 317
93, 37, 317
94, 8, 317
95, 0, 317
96, 251, 317
97, 39, 317
98, 0, 317
99, 0, 317
100, 0, 317
101, 0, 317
102, 27, 317
103, 5, 317
