The training of SARSA | alpha = 0.5 | gamma = 0.9
1, 0, 0
2, 0, 0
3, 0, 0
4, 0, 0
5, 0, 0
6, 0, 0
7, 0, 0
8, 0, 0
9, 0, 0
10, 0, 0
11, 0, 0
12, 0, 0
13, 0, 0
14, 0, 0
15, 0, 0
16, 0, 0
17, 0, 0
18, 1, 1
19, 0, 1
20, 0, 1
21, 0, 1
22, 0, 1
23, 1, 1
24, 1, 1
25, 0, 1
26, 1, 1
27, 0, 1
28, 0, 1
29, 0, 1
30, 0, 1
31, 0, 1
32, 1, 1
33, 0, 1
34, 3, 3
35, 0, 3
36, 1, 3
37, 0, 3
38, 0, 3
39, 0, 3
40, 0, 3
41, 0, 3
42, 0, 3
43, 1, 3
44, 0, 3
45, 0, 3
46, 0, 3
47, 0, 3
48, 0, 3
49, 0, 3
50, 0, 3
51, 1, 3
52, 0, 3
53, 0, 3
54, 0, 3
55, 0, 3
56, 0, 3
57, 0, 3
58, 1, 3
59, 0, 3
60, 1, 3
61, 0, 3
62, 1, 3
63, 0, 3
64, 1, 3
65, 0, 3
66, 0, 3
67, 1, 3
68, 1, 3
69, 0, 3
70, 0, 3
71, 1, 3
72, 0, 3
73, 2, 3
74, 0, 3
75, 0, 3
76, 1, 3
77, 0, 3
78, 0, 3
79, 0, 3
80, 0, 3
81, 1, 3
82, 1, 3
83, 1, 3
84, 0, 3
85, 0, 3
86, 0, 3
87, 0, 3
88, 0, 3
89, 1, 3
90, 1, 3
91, 1, 3
92, 1, 3
93, 0, 3
94, 0, 3
95, 2, 3
96, 0, 3
97, 1, 3
98, 3, 3
99, 1, 3
100, 0, 3
101, 2, 3
102, 0, 3
103, 0, 3
104, 1, 3
105, 0, 3
106, 0, 3
107, 1, 3
108, 0, 3
109, 0, 3
110, 1, 3
111, 2, 3
112, 1, 3
113, 3, 3
114, 0, 3
115, 1, 3
116, 1, 3
117, 1, 3
118, 0, 3
119, 1, 3
120, 2, 3
121, 1, 3
122, 0, 3
123, 1, 3
124, 0, 3
125, 0, 3
126, 0, 3
127, 0, 3
128, 0, 3
129, 0, 3
130, 1, 3
131, 0, 3
132, 2, 3
133, 0, 3
134, 0, 3
135, 0, 3
136, 0, 3
137, 0, 3
138, 2, 3
139, 1, 3
140, 0, 3
141, 0, 3
142, 0, 3
143, 0, 3
144, 0, 3
145, 0, 3
146, 0, 3
147, 0, 3
148, 1, 3
149, 0, 3
150, 0, 3
151, 0, 3
152, 1, 3
153, 0, 3
154, 0, 3
155, 0, 3
156, 1, 3
157, 0, 3
158, 0, 3
159, 0, 3
160, 0, 3
161, 0, 3
162, 0, 3
163, 1, 3
164, 0, 3
165, 0, 3
166, 0, 3
167, 1, 3
168, 0, 3
169, 0, 3
170, 1, 3
171, 0, 3
172, 1, 3
173, 2, 3
174, 0, 3
175, 0, 3
176, 0, 3
177, 1, 3
178, 0, 3
179, 0, 3
180, 0, 3
181, 0, 3
182, 0, 3
183, 0, 3
